report_year,report_week,refnr,country,country_code,danger_short,measures,reactingcountry,descript_category,countryoforigin,descript_product,descript_type,descript_descr,descript_brand
2010,49,181,Greece,GR,Injuries ,Corrective actions ordered by the authorities.,,"Clothing, textiles and fashion items",China, Girl’s trousers - Ladybird Roll Up Trousers," Code: MF/099, 717963 H Description: Girl’s roll up jeans (light blue outside, red with white dots inside) with multicoloured ladybug insects. The trousers have two red drawstrings at the waist. Sizes: 9-18 months, 2-3 years."," Girl’s roll up jeans (light blue outside, red with white dots inside) with multicoloured ladybug insects. The trousers have two red drawstrings at the waist. Sizes: 9-18 months, 2-3 years.",Next
2010,49,1/10/0181,United Kingdom,UK,Fire,Voluntary recall from consumers by the importer.,Ireland,Electrical appliances and equipment,China, Electrical illuminated decoration - Living Aquarium," Item numbers affected – 074/319, NSP/010, 074/324 (bar code 5022896743248)."," Electrical, illuminated decoration consisting of a clear plastic casing, similar in appearance to a small domestic aquarium, with a plastic silver base and top. Inside the casing is a printed “aquarium” scene consisting of various brightly coloured tropical fish on a generally blue background with pictures of aquarium plants. The mains operated product contains a motor and lamp. The motor rotates the “aquarium” scene when the power is turned on. ",PMS
2010,49,1/5/0181,Greece,GR,Injuries ,Seizure of the products ordered by the authorities.,,"Clothing, textiles and fashion items",China, Girl’s trousers, Art.: PTF 040, Girl’s white or mauve trousers with decorative sequins on the left leg. The garment has four drawstrings that hang below the lower edge. Sizes: 4-12 years.,NEXT STARS
2010,49,3/10/0181,Greece,GR,Injuries ,Corrective actions ordered by the authorities.,,"Clothing, textiles and fashion items",China, Baby’s outfit," Girl New Born, Art. 32160/NE, Colour: 53/Khaki, T/H Funky Girl, barcode: 5 306886 100120"," Baby girl’s outfit consisting of two parts: a khaki sweatshirt with pink sleeves and the inscription “SPIRIT” on the front, and pink trousers with two white side stripes. The trousers have two white drawstrings in the waist with free ends protruding 170 mm each. Size: 18 months.",SPRIDER
2010,49,2/5/0181,Spain,ES,Choking ,Withdrawal from the market ordered by the authorities. ,,Toys,China, Whistle – ROBOT, Batch 081208 Bar code: 8436033022207," The product is a whistle containing sweets. The central part is a transparent tube containing sweets. One end is designed to look like a robot's head and the other is the whistle. There is no packaging but there is a leaflet attached to the item by a band indicating, among other details, the list of ingredients in the sweets, the barcode, the batch, the CE mark, the instructions for use, the net content, the 'best-before' date, the age restriction symbol and identification of the undertaking responsible for the product.",SWEETTOYS
2010,49,1/2/0181,France,FR,Fire ,Import rejected by the customs authorities.,,Electrical appliances and equipment,China, USB charger - USB Mains Charger, CHIPH02, USB mains charger for charging personal music players.,T'nB
2010,49,3/5/0181,Hungary,HU,Electric shock ,Withdrawal from the market ordered by the authorities.,,Lighting equipment,China, Lighting chain - Christmas Tree Garland Lamp," RM60, barcode: 6944623301677"," Christmas lighting chain with 60 small light bulbs (red, blue, green, yellow). The chain is extendable by 3 lighting chains maximum. For extension there is a non-standardized terminal attached. Technical specification: 230V, 16.8W, bulb: 4V, 0.28W.","Realm, Green-Lux"
2010,49,7/10/0181,France,FR,Injuries ,Import rejected by the customs authorities.,,Protective equipment,China, Safety shoes - Evrard safety shoes, Reference: EVRARD, Safety shoes.,BIGAND
2010,49,4/5/0181,Bulgaria,BG,Chemical ,Sales ban ordered by the authorities.,,"Clothing, textiles and fashion items",China, Children’s shoes, Unknown, Children’s sandals – flip-flops - made of artificial materials. They are available in pink and blue. The products are sold in transparent packaging.,SUPER
2010,49,9/10/0181,Germany,DE,Injuries,Voluntary corrective actions taken by the manufacturer.,Denmark Sweden Netherlands United Kingdom ,Motor vehicles,Belgium, Passenger car - Ford Galaxy and S-Max, The vehicles affected were manufactured on 6 November 2007 (1-day production) with type approval number: e13*2001/116*0185*05., Passenger car,Ford
2010,49,182,Greece,GR,Injuries ,Seizure of the products ordered by the authorities.,,"Clothing, textiles and fashion items",China, Girl’s dress, Art. No. 5398," Girl’s short-sleeved, white dress with orange drawstrings at the edges of the sleeves. The garment has the picture of a multicoloured peacock and the word “Beauty” on the front. Composition: 100% polyester. Sizes: 8-10 years.",BEAUTY
2010,49,1/10/0182,Greece,GR,Strangulation and Injuries ,Seizure of the products ordered by the authorities.,,"Clothing, textiles and fashion items",China, Girl’s outfit, Style No: YS910, Girl’s outfit consisting of two parts: ,J & H
2010,49,1/5/0182,Greece,GR,Injuries ,Withdrawal from the market and corrective actions ordered by the authorities.,,"Clothing, textiles and fashion items",Turkey, Boy’s short trousers," Code: 101-755009, barcode: 5 206502 153021"," Boy’s short trousers in olive colour, with grey parts in the waist area and the pockets. Inscription on the front: ""BT"". The garment has two drawstrings with toggles at the ends that hang below the lower edge of the garment (their free ends protrude 150 mm each). Composition: 100% cotton. Sizes: 6-14 years",BODYTALK Kids
2010,49,3/10/0182,Greece,GR,Injuries ,Corrective actions ordered by the authorities.,,"Clothing, textiles and fashion items",China, Boy’s swimming shorts," Code: 109.859, barcode: 5 206068 322961, SAM 0-13"," Boy’s swimming shorts in red with side vertical, blue and white stripes. The garment has two blue drawstrings in the waist area. Sizes: 8-12 years",KNOT SO BAD
2010,49,1/2/0182,Slovenia,SV,Cuts ,Voluntary withdrawal from the market and recall from consumers.,,Machinery,Italy, Mitre saw - 846, Code 8.43.60.27," Combined bench and mitre saw, cardboard packaging, dimensions 60x40x60 cm.",Femi
2010,49,3/5/0182,Hungary,HU,Strangulation and Choking ,Withdrawal from the market and recall from consumers ordered by the authorities. ,,Toys,China, Wooden train - Mini Clocodile Train, Unknown," Wooden building toy without any tag, serial number or model specification.",Unknown
2010,49,7/10/0182,Germany,DE,Injuries,Withdrawal from the market ordered by the authorities.,,Machinery,China, Chainsaw - 2500 W and KW 3500, 2500 W and KW 3500," Top-handled chainsaw in a plastic case 25cc, cutting length: 20 cm, black and red (type 2500) or grey and orange (type 3500).",Kraftwelle
2010,49,4/5/0182,France,FR,Damage to sight ,Voluntary withdrawal from the market.,,Laser pointers,China, Laser pointer, Ref.: 13496 Barcode: 3588270013496, Laser pointer in the shape of a silver-coloured mobile telephone with five detachable tips. It is indicated on the packaging that it has a class 2 laser.,BG Lights & Sound
2010,49,9/10/0182,Germany,DE,Chemical ,Voluntary recall from consumers by the importer. ,,Toys,China, Finger puppets - Puppet theatre, Article No: 142063 EAN-Code: 4038967420636 No: 7190," Four finger puppets (wolf, elephant, hare and deer), head in soft plastic, clothed in various fabrics.",Yick Wah
2010,49,183,Greece,GR,Strangulation ,Withdrawal from the market and corrective actions ordered by the authorities. ,,"Clothing, textiles and fashion items",China, Girl’s bikini," Swimmy Beachwear, Code: 120-28-68."," Girl’s bikini in pink, orange or turquoise. The upper part is a halter-neck style top with two cords with free ends in the neck area, a big yellow and three smaller dark blue flowers. The lower part has four cords that are to be tied at the side of the waist and yellow, orange and mauve small flowers on the front. Sizes: 6 - 14 years",Energiers
2010,49,1/10/0183,Greece,GR,Strangulation ,Withdrawal from the market ordered by the authorities.,,"Clothing, textiles and fashion items",China, Girl’s bikini," Style No: 29-701807, code: 0271208, barcode: 5 205704 541964"," Girl’s bikini with multicoloured horizontal stripes. The upper part is a halter-neck style top with 4 cords with free ends in the neck area and 2 cords that are to be tied at the back. The lower part has a white decorative cord with yellow, orange and green beads (without free ends) on the front. Sizes: 2 - 10 years",Marasil
2010,49,1/5/0183,Greece,GR,Strangulation ,Withdrawal from the market ordered by the authorities.,,"Clothing, textiles and fashion items",Spain, Girl’s bikini," Ref.: NILE-J, code: 423576, barcode: 8 423816 108418", Girl’s bikini. The upper part is a white halter-neck style top with 2 cords with free ends and 2 cords that are to be tied at the back. The top is decorated with pictures of white flowers with red leaves. The lower part is red and has two white cords that are to be tied at the side of the waist. This part is decorated with pictures of a white flower with white leaves. Sizes: 14 years.,Borabora
2010,49,3/10/0183,Finland,FI,Chemical ,Voluntary corrective actions taken and import rejected by the customs authorities. ,,Childcare articles and children's equipment,China," 1. Nursing pillow, 2. Crib bumper",,,Trold & Co.
2010,49,2/5/0183,Finland,FI,Injuries,Sales ban and information to consumers ordered by the authorities.,,Protective equipment,China, Visibility accessory - Soft Reflector Reindeer, Barcode: 6 430028 826315," A soft reflector, which is filled with PES-wadding and sewn together using reflective fabric. The product is attached with a key chain hook.",Unknown
2010,49,1/2/0183,Hungary,HU,Electric shock ,Withdrawal from the market ordered by the authorities.,,Electrical appliances and equipment,China, Angle grinder," ST/115-103, bar code: 9120022491356", Angle grinder.,Straus Austria
2010,49,3/5/0183,Ireland,IE,Injuries ,Voluntary recall from consumers and stop of sales. ,Spain United Kingdom Denmark,Other,China, Bathroom handle - Grab Handle,4032611164655," Handle which attaches to bathroom tiles via suction pads to assist persons getting out of the bath. Overall length: approx. 40.5cm, handle length: approx. 12cm, suction cups: approx. 9cm. Material: ABS plastic",Miomare
2010,49,7/10/0183,Slovenia,SV,Strangulation ,Voluntary withdrawal from the market and corrective actions taken by the supplier.,,"Clothing, textiles and fashion items",Unknown, Sleeveless top, Unknown," A child’s sleeveless top with cords at the neck – 170 mm, length: 92, 104, 116, 128 cm.",St. Barth
2010,49,4/5/0183,Slovenia,SV,Strangulation ,Voluntary corrective actions taken by the supplier.,,"Clothing, textiles and fashion items",China, Sweatshirts, KBS-91505," Sweatshirts intended for children up to age of 3 years, with a hood and functional drawstring with knots at the ends – 150 mm. On the garment is the inscription »Voyager Club«.",SkyBlue
2010,49,184,Greece,GR,Burns and Fire ,Withdrawal from the market ordered by the authorities.,,Lighters,China, Refillable lighter," Type: mat-maxi-1919, barcode: 5 201467 019191"," Refillable, transparent, plastic lighter in light blue (approx. dimensions: 5.5x2.2x1cm). The lighters are packed in a black cardboard box (25 items), with instructions for use and warnings in 6 languages (approx. dimensions: 13x8x7.3 cm).",Flash
2010,49,1/10/0184,Slovenia,SV,Strangulation ,Voluntary withdrawal from the market.,,"Clothing, textiles and fashion items",Unknown, Sweatshirt, Art. RK 41," Sweatshirts intended for children up to age of 6 years, with a hood and functional drawstring with knots at the ends – length: 120 mm. On the garment is the inscription ""Rosso"".",Rosso Kid's
2010,49,1/5/0184,Greece,GR,Choking and Injuries ,Withdrawal from the market ordered by the authorities.,,Childcare articles and children's equipment,China, Baby walker, C213 (J-213)," Plastic baby walker in green and yellow for babies from 6 to 12 months, with a textile seat and a metal foldable construction, which includes a tray with toys. There is a label attached with product brand, instructions and warnings. The product is packed in white cardboard packaging.",Junior
2010,49,3/10/0184,Slovenia,SV,Strangulation ,Voluntary withdrawal from the market.,,"Clothing, textiles and fashion items",Italy, Sweatshirt," art.3970, EAN: 8300045164906"," Sweatshirts intended for children of age 30 months and size 95 cm,  with a hood and functional drawstring with knots at the ends – 150 mm. On the garment is the appliqué with the letters ""r"" and ""s"", and the inscription ""Marine 1984 Life is Wonderful"".",To Mean
2010,49,2/5/0184,Greece,GR,Injuries ,Corrective actions ordered by the authorities. ,,"Clothing, textiles and fashion items",China, Girl’s t-shirt," Code: 75408/16.22.XX, where XX is the size of the garment (04, 06, 10, 12, 14)"," Girl’s sleeveless t-shirt in light green with two pictures of Betty Boop on the front. The garment has four decorative cords at the waist (two each side) that are to be tied at the sides. Sizes: 04, 06, 10, 12 and 14 years.",Rimelino
2010,49,1/2/0184,Greece,GR,Strangulation ,Withdrawal from the market ordered by the authorities. ,,"Clothing, textiles and fashion items",India, Girl’s top, Code: 19759," Girl’s halter-neck style top in blue and white plaid fabric. The garment bears a small, sewn, red dragonfly and a red label with the word “PALATINO” on the left-hand side of the chest area. Sizes: 8, 12 and 14 years",Palatino
2010,49,3/5/0184,Greece,GR,Injuries ,Seizure of the products ordered by the authorities. ,,"Clothing, textiles and fashion items",China, Girl’s dress, Code: H 6091," Girl’s pink dress with shoulder straps, transparent outer part and lining. The garment has two drawstrings in the waist area. Composition: 100% polyester. Sizes: 6-10 years.",Yong Da
2010,48,1/2/0175,France,FR,Choking,Voluntary stop of sales and recall from consumers.<br><br>Seizure of the stock ordered by the authorities.,,Food-imitating products,United States, Pot pourri - Raspberry Lemonade, Barcode: 038864282683," Pot pourri containing imitation raspberries and lemons, packaged in two formats (transparent bag, large or small, fastened with a red knot with white polka dots).",Nature’s Own
2010,48,3/5/0175,France,FR,Choking,Voluntary withdrawal from the market and destruction of the products.,,Food-imitating products,China, Decorative punnet of cherries, Barcode: 871127704379 0, Wooden punnet containing dark red imitation cherries.,Unknown
2010,48,7/10/0175,Italy,IT,Chemical ,Seizure of the products ordered by the authorities. ,,"Clothing, textiles and fashion items",Unknown, Children's clothing ,,,BYK
2010,48,4/5/0175,Germany,DE,Chemical ,Voluntary recall from consumers.,,"Clothing, textiles and fashion items",Bangladesh, Pullover - Kik - Kinderpullover okay Kids (Children's pullover okay kids),," Children's pullover, 100% cotton, in the colours black and white with small red sections around the neck and a multicoloured racing car motif.",Kik
2010,48,9/10/0175,Germany,DE,Electric shock ,Voluntary withdrawal from the market.,Slovenia,Electrical appliances and equipment,China, Multimeter - True RMS AC/DC Clamp Meter," EX 612, EX613,EX622, EX623, EX570", Multimeter,Extech
2010,48,176,Germany,DE,Chemical ,Sales ban ordered by the authorities.,France,Chemical products,Turkey, Dissolvent - Kalk und Rostlöser (Scale and Rust Dissolvant),, Scale and rust dissolvent,POR CÖZ
2010,48,1/10/0176,Greece,GR,Burns ,Withdrawal from the market ordered by the authorities.,,Lighters,China, Novelty lighter - Lighter, Art. No.: 2482," Refillable novelty lighter in the shape of a green-silver motorcycle (approximate dimensions: 9 x 5 x 3 cm). An LED light is produced from the headlight of the motorcycle by pressing a button on the upper side of the lighter. The flame is produced from the back tyre of the motorcycle by pulling the front tyre and pressing down a mechanism on the front side of the product. The lighters are packed in black carton box marked “FLAME”  (12 items), with warnings in Greek end English (approximate dimensions: 16 x 11 x 11 cm).",Flame
2010,48,1/5/0176,Italy,IT,Chemical ,Sales ban and withdrawal from the market ordered by the authorities.,,Chemical products,Switzerland, Washing-up liquid - Super piatti concentrato ," Batch No 19009-L122, Bar code 8033247481747"," The smooth white plastic container is made to resemble a muscular man. There is a green/yellow dispensing nozzle (open/close) on the man’s head. On the front, under the man’s crossed arms, is a yellow sticker bearing the words “Super concentrato PIATTI” in red. On the back is a white sticker bearing the following text: ‘Super piatti’ contains (Detergents Regulation 648/2004/EC): anionic surfactants, ",Doctor Line
2010,48,2/5/0176,Germany,DE,Injuries,Voluntary corrective actions taken by the manufacturer.,Netherlands Slovenia Denmark Hungary Sweden Bulgaria Lithuania,Motor vehicles,Korea, Passenger car - Santa Fe and Trajet," Types SM and FO, EC type approval e11*98/14*0162 and e11*98/14*0130.", Passenger car. Vehicles built between 2000 and 2004 are affected. ,Hyundai
2010,48,1/2/0176,Slovakia,SK,Electric shock ,Voluntary withdrawal from the market.,,Lighting equipment,Poland, Night light - Nocna Lampka," DY-XYD4B01, EAN code 5905003001403"," Plug–in night light with switch made from white PVC. Picture of a man with brown hair, grey trousers and dark red polo neck sweater. Packed in blister.",Rum-Lux
2010,48,3/5/0176,Slovakia,SK,"Burns, Fire and Electric shock ",Sales ban and withdrawal from the market ordered by the authorities.,,Lighting equipment,Spain," Night light - Cars, 95 Lightning McQueen"," 91786, EAN code: 8420406917863", Night light (size 12.5 cm x 5 cm) made from PVC with switch. Cover decorated with a picture of red cars. Sold on cardboard.,Disney PIXAR
2010,48,7/10/0176,Slovakia,SK,"Burns, Fire and Electric shock ",Withdrawal from the market ordered by the authorities.,,Lighting equipment,Spain, Night light - Winnie The Pooh," 91666, EAN code: 8420406916668", Night light (size 12.5 cm x 5 cm) made from PVC with switch. Cover is decorated with a picture of Winnie the Pooh.,Disney
2010,48,4/5/0176,Slovakia,SK,Choking ,Voluntary stop of sales.<br><br>Sales ban and withdrawal from the market ordered by the authorities.,,Toys,Unknown, Soft toy ," ART. NO. 32029-1, EAN code: 8591452032685"," Textile toy mouse, beige with soft stuffing, dressed in a pink jacket with cords in the collar ended by two small beads. The jacket is detachable and has two wooden buttons in the front. Cardboard label attached to the mouse is marked with NO. 32029-1 and EAN code. Other marking on the textile label affixed to the toy.",Hanel Global Toys
2010,48,9/10/0176,Cyprus,CY,Choking and Injuries,Withdrawal from the market ordered by the authorities.,,Toys,China, Musical rotating toy - Happy Carnie," Model: HL2082-7, Barcode: 8662141539881"," Musical, rotating plastic toy to be hung above a crib or cot. Four soft stuffed toys in a shape of a snowman and one in a shape of a star, hang with a thin cord. The product is provided with a sound emitting unit. Packaging: cardboard box with transparent plastic window. Instructions, information and warnings are on the packaging.",Hang Lei Toys
2010,48,177,Cyprus,CY,Choking and Injuries,Withdrawal from the market ordered by the authorities. ,,Toys,China, Set of rattles - Happy To Time, Code: 69170190 Model: LB059," Set of eight (8) different multicolour plastic rattles. Packaging: cardboard box with transparent plastic window. Instructions, information and warnings are on the packaging.",Baby Lovely
2010,48,1/10/0177,Cyprus,CY,Choking ,Withdrawal from the market ordered by the authorities.,,Toys,China, Set of rattles - Hand Bell Toys, Bar Code 7100010003558 Model U953+, Set of six (6) different plastic rattles. All parts of the toys are made of multicoloured plastic. Packaging window box. On the cardboard the following inscriptions are written : - The age restriction (Not for children under 3 month) - “CE mark” - Bar Code 7100010003558 - Model U953+,Yu Huang Toys
2010,48,1/5/0177,Finland,FI,Chemical,Import rejected by the customs authorities. ,Denmark,Childcare articles and children's equipment,China, Baby's changing mat - Puslehynde,," Cotton textile covered baby changing mat with foam plastic padding, size 63 x 48 x 8 cm. Packed in a transparent plastic bag. Two different designs: 1. a beige covering with brown giraffe figures, 2. a black and white covering with flower figures (retrostyle).",Trold & Co
2010,48,2/5/0177,United Kingdom,UK,Electric shock ,Withdrawal from the market ordered by the authorities.,,Electrical appliances and equipment,China, Gel curing UV lamp for fingernails - 36W UV Curing Lamp for Drying of UV Gel (Nail Art), Type/Model Number: 38. Product Code: NA198 and NA273.," Gel curing UV lamp for fingernails, 36W. Lamp has a digital display on top and comes in a purple box.",Fraulein
2010,48,1/2/0177,Cyprus,CY,Suffocation and Injuries,Withdrawal from the market ordered by the authorities. ,,Toys,China, Gun set - The Special Gun, Bar Code 7100010005590, The set consists of: ,Riding Star
2010,48,3/5/0177,Cyprus,CY,Suffocation and Injuries,Withdrawal from the market ordered by the authorities.,,Toys,China, Police set, Model: WB64855012, The set consists of: ,Come After Me
2010,48,7/10/0177,Cyprus,CY,Suffocation and Injuries,Withdrawal from the market ordered by the authorities.,,Toys,China, Gun set - Terrible, Model: WB64855001, The set consists of: ,Soldier of Fortune
2010,48,4/5/0177,Greece,GR,Injuries ,Corrective actions ordered by the authorities. ,,"Clothing, textiles and fashion items",India, Boy’s short trousers," Code: YN/957, 701111 NAVY SS10 SS NXT S ENGLAND SHORT", Boy’s short trousers in navy with two white side stripes on each side. The trousers have two white drawstrings in the waist area. Sizes: 3-12 years,NEXT
2010,48,9/10/0177,Denmark,DK,Choking ,Voluntary withdrawal from the market and recall from consumers by the importer.,Belgium,Childcare articles and children's equipment,Lithuania, Soother holder - Comforter Chain Doggo Blue And Comforter Chain Rabby Red,," The soother holder has a textile ribbon to which is attached a rabbit head, ears and a body made of soft textile in two different colours, striped.. The garment fastener is made of metal affixed to a wooden disc and the soother fastener has a fixed loop of textile strap. The soother holder is also considered to have significant play value – so it has a double function: soother holder and toy.",Keptin – Jr
2010,48,178,Bulgaria,BG,Strangulation ,Withdrawal from the market ordered by the authorities. ,,"Clothing, textiles and fashion items",Unknown, Children’s sweatshirts, Unknown," Sweatshirts for children from 2 to 6 years of age, with removable hood with cords. In the collar area there is a label bearing the inscription “Smart” and the size. There is another label with the inscription “Stars wing”. On the front there are various inscriptions. The products are sold without packaging.",Smart
2010,48,1/10/0178,Bulgaria,BG,Strangulation and Injuries ,Withdrawal from the market ordered by the authorities. ,,"Clothing, textiles and fashion items",Bulgaria, Children’s swimming costume," Model: Diva, barcode 3800214151973"," Girls’ swimming costume consisting of two parts, brand “Sirocco”, with a label containing information in Bulgarian, composition: 80% polyamide and 20% elastane.",“Sirocco”
2010,48,1/5/0178,Bulgaria,BG,Injuries ,Withdrawal from the market ordered by the authorities.,,Childcare articles and children's equipment,China, Pushchair," SL-101, barcode 0000101-041004170997", Pushchair. The product is sold in transparent packaging.,Happy Baby
2010,48,3/10/0178,Bulgaria,BG,Strangulation ,Withdrawal from the market ordered by the authorities. ,,"Clothing, textiles and fashion items",Unknown, Children’s jacket, Item No R-513 - Item No L-501, Children’s winter jacket intended for children from 3 to 7 years of age. The jacket has a hood with cords. There is an embroidered pattern on the front and in the collar area there is a textile label bearing the brand name and size. The products are sold without packaging.,Raman girls
2010,48,2/5/0178,Romania,RO,Choking ,Withdrawal from the market ordered by the authorities.,,Toys,China, Mini cars - 6 PC Mini Die Cast Cars, Item 142/116 bar code: 5 050565 097026., Small plastic cars (1.5 cm / 3.5 cm.) in different colours. The cars are packaged in sets of six cars in a blister pack.,XTREME
2010,48,3/5/0178,Hungary,HU,Choking,Withdrawal from the market and recall from consumers ordered by the authorities. ,,Toys,China, Wooden toy - Konstrukciós fajáték,[20]:33," 16 cm high, wooden tower of toy building blocks containing 7 independent, coloured, cone-shaped pieces. The top piece is decorated with a face (eyes, eyebrows, nose, mouth). The base is 9 cm in diameter. The toy is packed in plastic.",Regio Jatek
2010,48,7/10/0178,Hungary,HU,Choking ,Withdrawal from the market and recall from consumers ordered by the authorities.,,Toys,China, Wooden toy house - Wooden series wisdom toy (number house), Unknown, Natural coloured wooden house with two detachable red roof panels. The toy has several holes on the sides and the roof for the insertion of different shaped parts (numbers from 0-9 and 9 other different figures). Dimensions of the toy box: 150 x 130 x 125 mm. The toy is packaged in a cardboard box which is wrapped in a transparent plastic film. The Hungarian warnings recommend the toy is for children from 3 years of age.,Unknown
2010,48,9/10/0178,Hungary,HU,Electric shock ,Withdrawal from the market ordered by the authorities.,,Electrical appliances and equipment,China," Extension lead - Lengökábel 5M, Fehér"," type: DG-YD01, bar code: 5 998032 192341", 5m long white cable extension set with a single socket.,Cixi Donggong
2010,48,179,Hungary,HU,"Strangulation, Choking and Injuries ",Withdrawal from the market and recall from consumers ordered by the authorities. ,,"Clothing, textiles and fashion items",Unknown, Children's outfit," Model: GL-071, bar code: 05966699853558"," A girl's outfit consisting of three parts including a sweatshirt with a zip and a hood containing a ribbon. The left-hand side of the outfit is decorated with a rhinestone cat with a bow. The words ""Simle Milou"" are stitched on the right-hand side of the sweatshirt, with 3 hearts which are decorated with rhinestones and flitters. The elasticated waist of the trousers contain text and knitted yokes. The bottom parts of the trousers above the yokes are decorated with decorative cords which hang below the hem of the trousers.",NICE WEAR
2010,48,1/10/0179,Hungary,HU,Strangulation and choking,Withdrawal from the market and recall from consumers ordered by the authorities.,,"Clothing, textiles and fashion items",Unknown, Children's outfit, Model: A 916," Children’s outfit consisting of three parts (trousers, waistcoat with hood, sweatshirt). The waistcoat includes a hood with a drawstring with plastic toggles on the ends.",HONG
2010,48,1/5/0179,United Kingdom,UK,Electric shock ,Voluntary withdrawal from the market and recall from consumers. ,,Electrical appliances and equipment,China, Balance board stand - Wii Balance Board Stand, Model number is BOA025. UK.RB. Barcode - 4020628997304., Balance board stand which includes a power supply. The risk is posed by the power supply only.,Blue Ocean
2010,48,3/10/0179,Hungary,HU,Strangulation ,Withdrawal from the market and recall from consumers ordered by the authorities.,,"Clothing, textiles and fashion items",China, Sweatshirt for girls," Model: 6610, bar code: 7010016613050"," Purple sweatshirt for girls with a hood containing a drawstring with knots on both ends. The words “Miss Hear” are written across the front, decorated with rhinestones. Size: 122",F&D
2010,48,2/5/0179,Finland,FI,Electric shock,Recall from consumers ordered by the authorities.,,Electrical appliances and equipment,Unknown, DVD player - DVD Soitin, Type: DVD-865 Bar code: 6 430033 334386, DVD player,Kingwood
2010,48,71,Bulgaria,BG,Chemical,Sales ban ordered by the authorities.,,Toys,China, Toy plastic figures - Figure Set card GORMITI, model: III Serie," Plastic toy figure representing a character from the film series GORMITI, ~ 62 mm in height. The figure and a card are packed in original packaging in a dark red colour. The paper card is marked ""GORMITI"".",Nuova serie
2010,48,71 1/10,Bulgaria,BG,Chemical,Sales ban and withdrawal from the market ordered by the authorities.,,Toys,China, Toy plastic figures - The Invincible Lords of Nature, Barcode: 6948544128016, A kit consisting of 4 figures with cards. Each figure is made from plastic material and represents a character from the film series GORMITI. Figures are high ~ 62 mm. Cards contained in the set are made from paper and represent film figures from the same series.,GORMITI
2010,47,1/10/0173,Germany,DE,Chemical ,Voluntary recall from consumers by the importer.,,"Clothing, textiles and fashion items",India, Scarf - Ahmaddy Seiden-Schal-Samt (Ahmaddy silk scarf)," Ahmaddy, "," Violet/green/brown silk scarf, 200 cm long and 40 cm wide, with ruched piping around the edges.",Ahmaddy
2010,47,1/5/0173,Germany,DE,Chemical ,Voluntary recall from consumers by the importer.,,Cosmetics,Turkey, Natural henna set - Dogul Kina Seti," 2122/10, black, date of minimum durability: 31.12.2010"," Green powder, black powder and mixture of dried plant parts in cellophane bags inside a printed box.",Gökçehan
2010,47,3/10/0173,Italy,IT,Chemical ,Seizure of the products ordered by the authorities.,Bulgaria,"Clothing, textiles and fashion items",Unknown, Children's suits, Article codes: QX22/Q006/QX23,,Yong Da
2010,47,2/5/0173,Germany,DE,Electric shock ,Voluntary withdrawal from the market and recall from consumers.,,Lighting equipment,China, LED tube - LED Tubes," Omnilux G-13, EAN 4026397305197. The following types of LED tubes are affected with item numbers:", LED tube compatible with double-ended T8 fluorescent lamps (G13 socket).,Omnilux
2010,47,1/2/0173,Germany,DE,Chemical ,Voluntary stop of sales.,,"Clothing, textiles and fashion items",China, Bed linen - Glanzsatin," Article No: 32784001, EAN code: 5704659018724"," Set of satin bed linen, comprising a pillow cover (approximately 80 x 80 cm) and a quilt cover (approximately 135 x 200 cm), shiny blue textile material, transparent buttons on pillow cover and quilt cover.",
2010,47,3/5/0173,Spain,ES,Injuries,Voluntary corrective actions taken by the manufacturer.,Denmark Sweden Netherlands ,Motor vehicles,Norway, Electric passenger vehicle - City, VINs of the affected vehicles are in the range from YYCFT26B37J004001 to YYCFT26B4AU005454., Electric passenger car.,Think
2010,47,7/10/0173,Sweden,SE,Injuries ,Voluntary corrective actions taken by the manufacturer.,Denmark Greece Hungary Lithuania Netherland United Kingdom,Motor vehicles,Sweden, Passenger car - 9-5, Saab 9-5 Sedan. MY 2011. VINs of the affected vehicles: YS3GP4ML9B4000587-YS3GP4AZ8B4002579, Passenger car,Saab
2010,47,4/5/0173,Sweden,SE,Injuries ,Voluntary corrective actions taken by the manufacturer.,Denmark Greece United Kingdom,Motor vehicles,Sweden, Passenger car - 9-3, Saab 9-3 Cabriolet. MY 2010. VINs of the affected vehicles: YS3FH76Y8A6000005-YS3FF76W9A6000194, Passenger car,Saab
2010,47,9/10/0173,Lithuania,LT,Choking and Injuries,"Sales ban, withdrawal from the market and recall from consumers ordered by the authorities.",,Toys,China, Toy with sweets - Toys Candy," Number of model 918, barcode: 6914204001142"," A toy ant containing sweets, packed in a cardboard and plastic box containing six pieces, the individual units are not packed.",King Ant
